car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
SB13,BLK 404A ADMIRALTY LINK,1.454352381712315,103.8164254897947,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB14,BLK 406A SEMBAWANG DRIVE,1.4523973177575236,103.81743227735947,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
SB15,BLK 358A ADMIRALTY DRIVE,1.4489271805752422,103.8166936266961,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N
SB16,BLK 339 SEMBAWANG CLOSE,1.4482824208020315,103.81731036780394,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
SB17,BLK 504 MONTREAL DRIVE,1.4509081142282243,103.82368995407171,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB18,BLK 469/469A/469B ADMIRALTY DRIVE,1.4489311212031601,103.81370144290963,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.05,N
SB19,BLK 501 WELLINGTON CIRCLE,1.4515916427534172,103.82135766637343,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB2,BLK 316A SEMBAWANG VISTA,1.4464483347703545,103.82050273329824,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB20,BLK 505 CANBERRA LINK,1.4502717325718153,103.82250801852754,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB21,BLK 467/467A/467B ADMIRALTY DRIVE,1.4517812855899734,103.81423563978689,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.05,N
SB22,BLK 351 CANBERRA ROAD,1.4511675571821494,103.82028829233381,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB23,BLK 354 ADMIRALTY DRIVE,1.450035380675405,103.81838924290304,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB24,BLK 506 WELLINGTON CIRCLE,1.4523223963628171,103.82354948490479,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB25,BLK 588 MONTREAL DRIVE,1.4501900593556503,103.82478696492099,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N
SB26,BLK 484A ADMIRALTY LINK,1.4564650180938092,103.81522395296527,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB27,BLK 492A ADMIRALTY LINK,1.456622416476301,103.81739647167682,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB28,BLK 482A ADMIRALTY LINK,1.454863339256373,103.81563840952468,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB29,BLK 508 WELLINGTON CIRCLE,1.4530450934816532,103.82007344104116,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB3,BLK 325A SEMBAWANG CRESCENT,1.444937698500521,103.81874050720445,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB30,BLK 466 SEMBAWANG DRIVE,1.4554680859084974,103.81353977631458,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
SB31,BLK 463 SEMBAWANG DRIVE,1.45552667904927,103.81452318921077,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N
SB32,BLK 591 MONTREAL LINK,1.450237533979032,103.82637721387191,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
SB33,BLK 592 MONTREAL LINK,1.4512138979419211,103.82743286825084,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
SB34,BLK 462 SEMBAWANG DRIVE,1.4546450335090653,103.8135215966649,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,3.80,N
SB35,BLK 120 CANBERRA CRES,1.4457165694498053,103.83160177449506,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
SB36,BLK 121 CANBERRA ST,1.4474343156995622,103.83398232747965,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1,2.15,N
SB37,BLK 106 CANBERRA STREET,1.4491498239714464,103.8327386636083,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
SB38,BLK 129 CANBERRA ST,1.4446430469011269,103.83269273289434,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
SB39,BLK 108 CANBERRA WALK,1.4477832787068854,103.83220530968379,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
SB4,BLK 313A SEMBAWANG DRIVE,1.4440797074466687,103.82127316472292,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB40,BLK 115 CANBERRA WALK,1.4460719694425117,103.8287032407236,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
SB41,BLK 361 SEMBAWANG CRES,1.446182983054787,103.81375259506224,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
SB42,BLK 365 SEMBAWANG CRES,1.4443583329813747,103.81624692605946,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
SB43,BLK 117 CANBERRA CRESCENT,1.4450690449281143,103.82991615123113,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
SB44,BLK 102 CANBERRA STREET,1.4518223186911994,103.83207350346545,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB45,BLK 132 CANBERRA VIEW,1.4433848775494935,103.83075891243509,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
SB46,BLK 126 CANBERRA STREET,1.4459880598634818,103.83435654794087,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
SB5,BLK 322A SEMBAWANG CLOSE,1.4461198447407104,103.81819700149305,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB6,BLK 306A CANBERRA ROAD,1.4453412008877868,103.822555133907,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
SB7,BLK 336A SEMBAWANG CRESCENT,1.4466286838914593,103.81500660782498,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB8,BLK 330A SEMBAWANG CLOSE,1.4471119773997256,103.81722634794144,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB9,BLK 335A SEMBAWANG CLOSE,1.4476704341810682,103.81548836056405,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SDM,BLK 114A LORONG 3 GEYLANG MSCP,1.3124602116224569,103.87445140859636,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.90,N
SDM2,BLK 50A SIMS DRIVE,1.3161327950004906,103.87845506103255,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,4,2.15,N
SD1,BLK 40-44 SIMS DRIVE,1.3165726780306852,103.87708327324619,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SD10,BLK 113/114 LOR 3 GEYLANG,1.311682261729381,103.87407845046522,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
SD11,BLK 63 SIMS PLACE,1.3163856903514617,103.87944876634822,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,YES,0,0.00,N
SD2,BLK 45/50/51 SIMS DRIVE,1.3169224596017053,103.87836486432721,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N
SD3,BLK 46/47/48/49 SIMS PLACE,1.317329964458469,103.87924761702766,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SD4,BLK 52 SIMS PLACE,1.3165783475838226,103.88024180819582,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SD5,BLK 53 SIMS PLACE,1.317768920515717,103.87991488367751,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SD9,BLK 114 LOR 3 GEYLANG,1.311761470021411,103.87349593503212,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,YES,0,4.15,N
SE1R,157 SERANGOON NORTH AVE 1,1.3714096366112363,103.86933550523555,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N
SE11,BLK 151/154 SERANGOON NORTH AVE 1/2,1.3702260011119238,103.87341939616748,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N
SE12,BLK 211-222 SERANGOON AVENUE 4,1.3578438574793177,103.87308906272622,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SE13,BLK 223/230 SERANGOON AVENUE 4,1.3565716827001966,103.87033018876296,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SE14,BLK 231/237 SERANGOON AVENUE 3,1.354552223660293,103.86998870808891,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
SE15,BLK 238/246 SERANGOON AVENUE 3,1.3528949261661782,103.86941007543464,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N
SE16,BLK 301/319 SERANGOON AVENUE 2,1.3526188900569782,103.86771993211642,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SE17,BLK 321/329 SERANGOON AVENUE 3,1.3517144409398179,103.86770944034198,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N
SE18,BLK 330/335 SERANGOON AVENUE 3,1.3501974828614478,103.87046405891779,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.50,N
SE19,BLK 201/210 SERANGOON CENTRAL,1.3547449134036937,103.873691231019,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N
SE2,BLK 101/108 SERANGOON NORTH AVE 1,1.3700669160712302,103.87053211749574,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
SE20,BLK 264 SERANGOON CENTRAL,1.351577567630948,103.87209879674317,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,1.90,N
SE21,BLK 262/263 SERANGOON CENTRAL,1.3534361812042228,103.87201608645344,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SE22,BLK 261/263 SERANGOON CENTRAL,1.3541567315681,103.8721288272638,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SE23,BLK 253/254 SERANGOON CENTRAL DRIVE,1.3540499067911238,103.87083893019735,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,1.90,N
SE24,BLK 265 SERANGOON AVENUE 3,1.3527643970392265,103.87149419262846,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N
SE25,BLK 401/408 SERANGOON CENTRAL/AVE 1,1.346310249041107,103.8727233915193,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.40,N
SE26,BLK 409/414 SERANGOON CENTRAL/AVE 1,1.3489617111706056,103.87413981650265,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,5.40,N
SE27,BLK 421/427 SERANGOON CENTRAL/AVE 1,1.3483947531667362,103.87624891045581,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.40,N
SE28,BLK 410A SERANGOON CENTRAL,1.3481957061532068,103.87362325721168,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.00,N
SE29,BLK 2A LORONG LEW LIAN,1.3499026871040094,103.87579928529938,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.00,N
SE3,BLK 109/112 SERANGOON NORTH AVE 1,1.3692441818922345,103.87092233217425,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
SE30,BLK 141A SERANGOON NTH AVE 1,1.367862129578908,103.87445279978023,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
SE31,BLK 514/520 SERANGOON NORTH AVENUE 4,1.3715119708787575,103.8736719069539,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
SE32,BLK 521/530 SERANGOON NORTH AVENUE 4,1.3722848009296462,103.87229673775931,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
SE33,BLK 537/542 SERANGOON NORTH AVENUE 4,1.374161738277277,103.8726078285382,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
SE34,BLK 531/536 SERANGOON NORTH AVENUE 4,1.3739410854282346,103.87430722794699,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SE35,BLK 500/506B SERANGOON NORTH AVENUE 4,1.3730991180086007,103.87625296021666,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
SE37,BLK 519 SERANGOON NORTH AVENUE 4,1.3715875511419595,103.87488896753737,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
SE38,BLK 504A SERANGOON NORTH AVENUE 4,1.3739532452074859,103.87571527826657,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
SE39,BLK 542A SERANGOON NORTH AVENUE 4,1.373503671772787,103.87170290325065,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
SE4,"BLK 113-125, 142-148 SERANGOON NORTH AVE 1",1.3687392940496161,103.87229611076802,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
SE4S,BLK 149A SERANGOON NORTH AVENUE 1,1.3669872866961779,103.87327955200178,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,5,2.15,N
SE4T,"BLK 113,115,117,118,120,121 SERANGOON NORTH AVE 1",1.3676623559456051,103.86999155861743,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
SE40,BLK 550A SERANGOON NORTH AVENUE 3,1.3725409566369569,103.87002295696432,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
SE41,BLK 546A SERANGOON NORTH AVE 3,1.3740476540994038,103.87021204033407,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
SE42,BLK 512A SERANGOON NORTH AVE 4,1.3708797396159602,103.87510469851748,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
SE43,BLK 510 SERANGOON NORTH AVE 4,1.3704946267818292,103.87568240519735,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.00,N
SE5L,BLK 150 SERANGOON NORTH AVENUE 2,1.3694026719542893,103.8753455597718,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.15,Y
SE50,BLK 238A SERANGOON AVENUE 2,1.35390134346339,103.8686103707852,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SE51,BLK 257A SERANGOON CENTRAL DRIVE,1.3552098604736453,103.87238246840384,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
SE52,NEXT TO BLK 226 SERANGOON AVE 4,1.3568895318365604,103.8716334117011,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N
SE53,BLK 150 SERANGOON NORTH AVE 2,1.3693911560834149,103.87507121088753,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N
SE54,BLK 223A SERANGOON AVE 4,1.3574991140500354,103.87117293787533,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0.00,N
SE6,BLK 126 SERANGOON NORTH AVE 1,1.3658478968113656,103.87188259226863,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
SE7,BLK 127 SERANGOON NORTH AVE 1,1.3655102143875184,103.87205646888867,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
SE9,BLK 135/141 SERANGOON NORTH AVE 2,1.3684173420705237,103.87445986390296,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
SGLM,BLK 4A ST. GEORGE'S LANE,1.3226963624502404,103.86024409125186,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
SGTM,BLK 25A/26/26A/26B ST.GEORGE'S LANE,1.3220346879526756,103.86283710341827,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
SG1,BLK 1/3/8 ST GEORGE RD,1.3232280335397615,103.86100632168511,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SG2,BLK 14/19 ST GEORGE RD,1.3241162395100088,103.86221206094716,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SG3,BLK 20/23 ST GEORGE RD,1.3251470002256687,103.86217668603142,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SG4,BLK 9/11 ST GEORGE RD,1.3233078536386083,103.86310359429157,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SH1,BLK 301-313 SHUNFU ROAD,1.3507449261777251,103.83829758916401,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
SH2,BLK 320 SHUNFU ROAD,1.3519652625237164,103.83696880365733,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N
SIM1,BLK 115 SIMEI STREET 1,1.3431645423057599,103.9504537993987,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.90,N
SIM2,BLK 125 SIMEI STREET 1,1.3461064600262502,103.95391967522477,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.90,N
SIM3,BLK 166 SIMEI ROAD MSCP,1.3453701772727074,103.95816625977923,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.90,N
SIM4,BLK 248 SIMEI STREET 5,1.3435931829113548,103.95354638404818,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,1.90,N
SIM5,BLK 256A SIMEI STREET 1,1.342527290332565,103.95228048073788,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N
SIM6,BLK 168 SIMEI LANE,1.3429664551874474,103.95894372041212,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N
SI1,BLK 101/107 SIMEI STREET 1,1.3411094378385866,103.95131785642268,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SI10,BLK 148 - 154 SIMEI STREET 1,1.345569979069839,103.95712322052752,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.40,N
SI11,BLK 155/162 SIMEI ROAD,1.345172569755735,103.95926490626215,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
SI12,BLK 163/165 SIMEI ROAD,1.3458702647263399,103.958928410002,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.80,N
SI13,BLK 221/235 SIMEI STREET 4,1.341979359948771,103.95711141512376,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
SI14,BLK 142/145 SIMEI ST 2,1.3452760431923798,103.95461834695517,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N
SI2,BLK 108/119 SIMEI STREET 1,1.344011471094061,103.9519156243752,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SI3,BLK 117/119 SIMEI STREET 1,1.3445653569991896,103.95202598786383,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
SI4,BLK 120/122 SIMEI STREET 1,1.3448566047035884,103.95227493068607,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SI5,BLK 120/130 SIMEI STREET 1,1.345745461652442,103.9539639888232,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
SI6,BLK 132 SIMEI STREET 1,1.3469018245740405,103.95562543072829,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
SI7,BLK 132 - 139 SIMEI STREET 1,1.347429684308167,103.95629220295606,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.40,N
SI8,BLK 138 SIMEI STREET 1,1.3472093067939954,103.95712210094223,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
SI9,BLK 141/147 SIMEI STREET 2,1.3457753474928342,103.95543946175466,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
SK1,BLK 133A RIVERVALE STREET,1.3884172597070314,103.90416746999098,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SK1K,BLK 272A SENGKANG CENTRAL,1.3846315451169156,103.8933320236058,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0.00,N
SK10,BLK 241A COMPASSVALE WALK,1.3902640175240086,103.89823603716263,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SK11,BLK 226D COMPASSVALE WALK,1.3884031811248507,103.8994634835394,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SK12,BLK 103A RIVERVALE WALK,1.3832014796474887,103.90065803933703,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SK13,BLK 228D COMPASSVALE WALK,1.3881741101637362,103.90074359393208,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SK14,BLK 142A RIVERVALE DRIVE,1.3898150362870614,103.90533732069582,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
